,name,planet_mass,stellar_magnitude,planet_type,planet_radius,eccentricity
2766,Kepler-317 b,0.345 Jupiters,15.457,Super Earth,2.09 x Earth,0
2767,Kepler-317 c,3.61 Earths,15.457,Super Earth,1.72 x Earth,0
2768,Kepler-318 b,19.9 Earths,13.281,Neptune-like,0.42 x Jupiter,0
2769,Kepler-318 c,13.1 Earths,13.281,Neptune-like,0.328 x Jupiter,0
2770,Kepler-319 b,3.29 Earths,13.791,Super Earth,1.63 x Earth,0
2771,Kepler-319 c,7.41 Earths,13.791,Neptune-like,0.235 x Jupiter,0
2772,Kepler-319 d,5.86 Earths,13.791,Neptune-like,0.204 x Jupiter,0
2773,Kepler-31 b,25.9 Earths,15.224,Neptune-like,0.491 x Jupiter,0
2774,Kepler-31 c,4.7 Jupiters,15.224,Gas Giant,0.473 x Jupiter,0
2775,Kepler-31 d,6.8 Jupiters,15.224,Gas Giant,0.348 x Jupiter,0
2776,Kepler-320 b,1.55 Earths,13.434,Super Earth,1.14 x Earth,0
2777,Kepler-320 c,2.45 Earths,13.434,Super Earth,1.37 x Earth,0
2778,Kepler-321 b,3.78 Earths,12.755,Super Earth,1.77 x Earth,0
2779,Kepler-321 c,5.99 Earths,12.755,Neptune-like,0.207 x Jupiter,0
2780,Kepler-322 b,1.01 Earths,13.503,Super Earth,1.01 x Earth,0
2781,Kepler-322 c,3.43 Earths,13.503,Super Earth,1.67 x Earth,0
2782,Kepler-323 b,2.153 Jupiters,12.658,Super Earth,1.43 x Earth,0
2783,Kepler-323 c,0.251 Jupiters,12.658,Super Earth,1.63 x Earth,0
2784,Kepler-324 b,1.55 Earths,14.091,Super Earth,1.14 x Earth,0
2785,Kepler-324 c,10.1 Earths,14.091,Neptune-like,0.281 x Jupiter,0
2786,Kepler-325 b,8.8 Earths,15.005,Neptune-like,0.26 x Jupiter,0
2787,Kepler-325 c,6.99 Earths,15.005,Neptune-like,0.227 x Jupiter,0
2788,Kepler-325 d,8.2 Earths,15.005,Neptune-like,0.249 x Jupiter,0
2789,Kepler-326 b,0.14 Jupiters,13.679,Super Earth,1.52 x Earth,0
2790,Kepler-326 c,17.4 Earths,13.679,Super Earth,1.4 x Earth,0
2791,Kepler-326 d,6.9 Earths,13.679,Super Earth,1.21 x Earth,0
2792,Kepler-327 b,1.41 Earths,14.98,Super Earth,1.11 x Earth,0
2793,Kepler-327 c,20.3 Earths,14.98,Super Earth,1.03 x Earth,0
2794,Kepler-327 d,3.64 Earths,14.98,Super Earth,1.73 x Earth,0
2795,Kepler-328 b,28.5 Earths,15.604,Super Earth,0.205 x Jupiter,0
2796,Kepler-328 c,39.4 Earths,15.604,Gas Giant,0.482 x Jupiter,0
2797,Kepler-329 b,2.54 Earths,15.431,Super Earth,1.4 x Earth,0
2798,Kepler-329 c,4.38 Earths,15.431,Super Earth,1.93 x Earth,0
2799,Kepler-32 b,4.1 Jupiters,16.452,Gas Giant,2.2 x Earth,0
2800,Kepler-32 c,0.5 Jupiters,16.452,Neptune-like,2.0 x Earth,0
2801,Kepler-32 d,7.75 Earths,16.452,Neptune-like,0.241 x Jupiter,0
2802,Kepler-32 e,2.86 Earths,16.452,Super Earth,1.5 x Earth,0
2803,Kepler-32 f,0.477 Earths,16.452,Terrestrial,0.82 x Earth,0
2804,Kepler-330 b,2.39 Earths,15.263,Super Earth,1.35 x Earth,0
2805,Kepler-330 c,4.46 Earths,15.263,Super Earth,1.95 x Earth,0
2806,Kepler-331 b,3.97 Earths,15.836,Super Earth,1.82 x Earth,0
2807,Kepler-331 c,4.04 Earths,15.836,Super Earth,1.84 x Earth,0
2808,Kepler-331 d,3.33 Earths,15.836,Super Earth,1.64 x Earth,0
2809,Kepler-332 b,1.71 Earths,14.003,Super Earth,1.17 x Earth,0
2810,Kepler-332 c,1.32 Earths,14.003,Super Earth,1.09 x Earth,0
2811,Kepler-332 d,1.76 Earths,14.003,Super Earth,1.18 x Earth,0
2812,Kepler-333 b,28.2 Earths,14.721,Super Earth,1.32 x Earth,0
2813,Kepler-333 c,1.41 Earths,14.721,Super Earth,1.11 x Earth,0
2814,Kepler-334 b,1.46 Earths,12.73,Super Earth,1.12 x Earth,0
2815,Kepler-334 c,2.63 Earths,12.73,Super Earth,1.43 x Earth,0
2816,Kepler-334 d,2.57 Earths,12.73,Super Earth,1.41 x Earth,0
2817,Kepler-335 b,11.4 Earths,13.96,Neptune-like,0.302 x Jupiter,0
2818,Kepler-335 c,9.64 Earths,13.96,Neptune-like,0.274 x Jupiter,0
2819,Kepler-336 b,1.04 Earths,13.584,Super Earth,1.02 x Earth,0
2820,Kepler-336 c,5.06 Earths,13.584,Neptune-like,2.1 x Earth,0
2821,Kepler-336 d,6.21 Earths,13.584,Neptune-like,0.211 x Jupiter,0
2822,Kepler-337 b,2.99 Earths,12.708,Super Earth,1.54 x Earth,0
2823,Kepler-337 c,4.86 Earths,12.708,Super Earth,2.05 x Earth,0
2824,Kepler-338 b,30.6 Earths,12.083,Super Earth,0.218 x Jupiter,0.04
2825,Kepler-338 c,6.08 Earths,12.083,Neptune-like,0.209 x Jupiter,0.03
2826,Kepler-338 d,9.27 Earths,12.083,Neptune-like,0.268 x Jupiter,0.03
2827,Kepler-338 e,8.5 Earths,12.083,Super Earth,1.56 x Earth,0.05
2828,Kepler-339 b,2.6 Earths,14.513,Super Earth,1.42 x Earth,0
2829,Kepler-339 c,7.3 Earths,14.513,Super Earth,1.15 x Earth,0
2830,Kepler-339 d,14.7 Earths,14.513,Super Earth,1.17 x Earth,0
2831,Kepler-33 b,3.68 Earths,13.951,Super Earth,1.74 x Earth,0
2832,Kepler-33 c,0.39 Earths,13.951,Terrestrial,0.285 x Jupiter,0
2833,Kepler-33 d,3.91 Earths,13.951,Neptune-like,0.477 x Jupiter,0
2834,Kepler-33 e,5.57 Earths,13.951,Neptune-like,0.359 x Jupiter,0
2835,Kepler-33 f,9.6 Earths,13.951,Neptune-like,0.398 x Jupiter,0
2836,Kepler-340 b,6.94 Earths,12.303,Neptune-like,0.226 x Jupiter,0
2837,Kepler-340 c,11.3 Earths,12.303,Neptune-like,0.301 x Jupiter,0
2838,Kepler-341 b,1.76 Earths,14.567,Super Earth,1.18 x Earth,0
2839,Kepler-341 c,3.53 Earths,14.567,Super Earth,1.7 x Earth,0
2840,Kepler-341 d,4.08 Earths,14.567,Super Earth,1.85 x Earth,0
2841,Kepler-341 e,4.62 Earths,14.567,Super Earth,1.99 x Earth,0
2842,Kepler-342 b,5.69 Earths,13.099,Neptune-like,0.201 x Jupiter,0
2843,Kepler-342 c,4.5 Earths,13.099,Super Earth,1.96 x Earth,0
2844,Kepler-342 d,6.76 Earths,13.099,Neptune-like,0.222 x Jupiter,0
2845,Kepler-342 e,0.615 Earths,13.099,Terrestrial,0.88 x Earth,0
2846,Kepler-343 b,6.39 Earths,14.11,Neptune-like,0.215 x Jupiter,0
2847,Kepler-343 c,4.74 Earths,14.11,Super Earth,2.02 x Earth,0
2848,Kepler-344 b,7.32 Earths,15.303,Neptune-like,0.233 x Jupiter,0
2849,Kepler-344 c,9.01 Earths,15.303,Neptune-like,0.263 x Jupiter,0
2850,Kepler-345 b,0.5 Earths,14.034,Terrestrial,0.74 x Earth,0
2851,Kepler-345 c,2.2 Earths,14.034,Super Earth,1.2 x Earth,0
2852,Kepler-346 b,7.56 Earths,15.155,Neptune-like,0.237 x Jupiter,0
2853,Kepler-346 c,9.64 Earths,15.155,Neptune-like,0.274 x Jupiter,0
2854,Kepler-347 b,4.54 Earths,14.489,Super Earth,1.97 x Earth,0
2855,Kepler-347 c,3.71 Earths,14.489,Super Earth,1.75 x Earth,0
2856,Kepler-348 b,2.92 Earths,12.588,Super Earth,1.52 x Earth,0
2857,Kepler-348 c,2.33 Earths,12.588,Super Earth,1.33 x Earth,0
2858,Kepler-349 b,0.297 Jupiters,14.721,Super Earth,1.9 x Earth,0
2859,Kepler-349 c,4.5 Earths,14.721,Super Earth,1.96 x Earth,0
2860,Kepler-34 b,0.22 Jupiters,14.83,Gas Giant,0.764 x Jupiter,0.18
2861,Kepler-350 b,4.08 Earths,13.761,Super Earth,1.85 x Earth,0
2862,Kepler-350 c,6.1 Earths,13.761,Neptune-like,0.277 x Jupiter,0
2863,Kepler-350 d,14.9 Earths,13.761,Super Earth,0.25 x Jupiter,0
2864,Kepler-351 b,4.8 Earths,15.966,Neptune-like,0.273 x Jupiter,0
2865,Kepler-351 c,11.1 Earths,15.966,Neptune-like,0.285 x Jupiter,0
2866,Kepler-351 d,7.85 Earths,15.966,Neptune-like,0.243 x Jupiter,0
2867,Kepler-352 b,0.566 Earths,12.956,Terrestrial,0.86 x Earth,0
2868,Kepler-352 c,2.07 Earths,12.956,Super Earth,1.24 x Earth,0
2869,Kepler-353 b,0.64 Earths,15.725,Terrestrial,0.89 x Earth,0
2870,Kepler-353 c,2.48 Earths,15.725,Super Earth,1.38 x Earth,0
2871,Kepler-354 b,4.04 Earths,15.556,Super Earth,1.84 x Earth,0
2872,Kepler-354 c,2.27 Earths,15.556,Super Earth,1.31 x Earth,0
2873,Kepler-354 d,2.07 Earths,15.556,Super Earth,1.24 x Earth,0
2874,Kepler-355 b,2.73 Earths,15.066,Super Earth,1.46 x Earth,0
2875,Kepler-355 c,7.8 Earths,15.066,Neptune-like,0.242 x Jupiter,0
2876,Kepler-356 b,3.09 Earths,12.965,Super Earth,1.57 x Earth,0
2877,Kepler-356 c,3.93 Earths,12.965,Super Earth,1.81 x Earth,0
2878,Kepler-357 b,4.04 Earths,15.522,Super Earth,1.84 x Earth,0
2879,Kepler-357 c,7.61 Earths,15.522,Neptune-like,0.238 x Jupiter,0
2880,Kepler-357 d,11.6 Earths,15.522,Neptune-like,0.306 x Jupiter,0
2881,Kepler-358 b,7.85 Earths,15.356,Neptune-like,0.243 x Jupiter,0
2882,Kepler-358 c,8.5 Earths,15.356,Neptune-like,0.254 x Jupiter,0
2883,Kepler-359 b,12.2 Earths,15.881,Neptune-like,0.315 x Jupiter,0
2884,Kepler-359 c,2.9 Earths,15.881,Neptune-like,0.384 x Jupiter,0
2885,Kepler-359 d,2.7 Earths,15.881,Neptune-like,0.358 x Jupiter,0
2886,Kepler-35 b,0.127 Jupiters,15.735,Gas Giant,0.728 x Jupiter,0.04
2887,Kepler-360 b,3.36 Earths,14.813,Super Earth,1.65 x Earth,0
2888,Kepler-360 c,5.06 Earths,14.813,Neptune-like,2.1 x Earth,0
2889,Kepler-361 b,2.7 Earths,13.545,Super Earth,1.45 x Earth,0
2890,Kepler-361 c,6.9 Earths,13.545,Neptune-like,0.225 x Jupiter,0
2891,Kepler-362 b,0.615 Earths,14.486,Terrestrial,0.88 x Earth,0
2892,Kepler-362 c,2.7 Earths,14.486,Super Earth,1.45 x Earth,0
2893,Kepler-363 b,1.65 Earths,13.316,Super Earth,1.16 x Earth,0
2894,Kepler-363 c,0.209 Jupiters,13.316,Super Earth,1.69 x Earth,0
2895,Kepler-363 d,4.86 Earths,13.316,Super Earth,2.05 x Earth,0
2896,Kepler-364 b,3.02 Earths,13.613,Super Earth,1.55 x Earth,0
2897,Kepler-364 c,5.27 Earths,13.613,Neptune-like,2.15 x Earth,0
2898,Kepler-365 b,4.82 Earths,14.651,Super Earth,2.04 x Earth,0
2899,Kepler-365 c,3.33 Earths,14.651,Super Earth,1.64 x Earth,0
2900,Kepler-366 b,2.73 Earths,14.79,Super Earth,1.46 x Earth,0
2901,Kepler-366 c,3.86 Earths,14.79,Super Earth,1.79 x Earth,0
2902,Kepler-367 b,2.24 Earths,12.848,Super Earth,1.3 x Earth,0
2903,Kepler-367 c,1.87 Earths,12.848,Super Earth,1.2 x Earth,0
2904,Kepler-368 b,10.7 Earths,12.838,Neptune-like,0.291 x Jupiter,0
2905,Kepler-368 c,14.3 Earths,12.838,Neptune-like,0.346 x Jupiter,0
2906,Kepler-369 b,1.51 Earths,15.668,Super Earth,1.13 x Earth,0
2907,Kepler-369 c,2.57 Earths,15.668,Super Earth,1.41 x Earth,0
2908,Kepler-36 b,3.83 Earths,12.077,Super Earth,1.498 x Earth,0
2909,Kepler-36 c,7.13 Earths,12.077,Neptune-like,0.328 x Jupiter,0
2910,Kepler-370 b,3.15 Earths,15.16,Super Earth,1.59 x Earth,0
2911,Kepler-370 c,4.31 Earths,15.16,Super Earth,1.91 x Earth,0
2912,Kepler-371 b,4.23 Earths,13.798,Super Earth,1.89 x Earth,0
2913,Kepler-371 c,3.82 Earths,13.798,Super Earth,1.78 x Earth,0
2914,Kepler-372 b,2.42 Earths,14.834,Super Earth,1.36 x Earth,0
2915,Kepler-372 c,5.02 Earths,14.834,Super Earth,2.09 x Earth,0
2916,Kepler-372 d,3.5 Earths,14.834,Super Earth,1.69 x Earth,0
2917,Kepler-373 b,2.42 Earths,14.486,Super Earth,1.36 x Earth,0
2918,Kepler-373 c,2.07 Earths,14.486,Super Earth,1.24 x Earth,0
2919,Kepler-374 b,1.08 Earths,14.661,Super Earth,1.03 x Earth,0
2920,Kepler-374 c,1.37 Earths,14.661,Super Earth,1.1 x Earth,0
2921,Kepler-374 d,2.27 Earths,14.661,Super Earth,1.31 x Earth,0
2922,Kepler-375 b,2.7 Earths,15.677,Super Earth,1.45 x Earth,0
2923,Kepler-375 c,7.51 Earths,15.677,Neptune-like,0.236 x Jupiter,0
2924,Kepler-376 b,1.24 Earths,13.734,Super Earth,1.07 x Earth,0
2925,Kepler-376 c,3.86 Earths,13.734,Super Earth,1.79 x Earth,0
2926,Kepler-377 b,2.51 Earths,13.831,Super Earth,1.39 x Earth,0
2927,Kepler-377 c,4.9 Earths,13.831,Super Earth,2.06 x Earth,0
2928,Kepler-378 b,0.347 Earths,12.455,Terrestrial,0.75 x Earth,0
2929,Kepler-378 c,0.271 Earths,12.455,Terrestrial,0.7 x Earth,0
2930,Kepler-379 b,3.39 Earths,13.369,Super Earth,1.66 x Earth,0
2931,Kepler-379 c,5.86 Earths,13.369,Neptune-like,0.204 x Jupiter,0
2932,Kepler-37 b,3.1783 Earths,9.55,Super Earth,0.336 x Earth,0
2933,Kepler-37 c,12 Earths,9.55,Terrestrial,0.75 x Earth,0.09
2934,Kepler-37 d,12.2 Earths,9.55,Neptune-like,1.94 x Earth,0.15
2935,Kepler-37 e,Unknown,9.55,Unknown,Unknown,0
2936,Kepler-380 b,1.81 Earths,13.611,Super Earth,1.19 x Earth,0
2937,Kepler-380 c,2.15 Earths,13.611,Super Earth,1.27 x Earth,0
2938,Kepler-381 b,0.937 Earths,10.546,Terrestrial,0.99 x Earth,0
2939,Kepler-381 c,1.46 Earths,10.546,Super Earth,1.12 x Earth,0
2940,Kepler-382 b,2.3 Earths,14.666,Super Earth,1.32 x Earth,0
2941,Kepler-382 c,3.15 Earths,14.666,Super Earth,1.59 x Earth,0
2942,Kepler-383 b,2.3 Earths,15.066,Super Earth,1.32 x Earth,0
2943,Kepler-383 c,2.07 Earths,15.066,Super Earth,1.24 x Earth,0
2944,Kepler-384 b,1.46 Earths,13.554,Super Earth,1.12 x Earth,0
2945,Kepler-384 c,1.51 Earths,13.554,Super Earth,1.13 x Earth,0
2946,Kepler-385 b,12.8 Earths,15.192,Super Earth,0.244 x Jupiter,0
2947,Kepler-385 c,13.2 Earths,15.192,Neptune-like,0.271 x Jupiter,0
2948,Kepler-385 d,7.36 Earths,15.192,Neptune-like,0.234 x Jupiter,0
2949,Kepler-386 b,2.51 Earths,15.617,Super Earth,1.39 x Earth,0
2950,Kepler-386 c,3.12 Earths,15.617,Super Earth,1.58 x Earth,0
2951,Kepler-387 b,1.08 Earths,13.935,Super Earth,1.03 x Earth,0
2952,Kepler-387 c,0.64 Earths,13.935,Terrestrial,0.89 x Earth,0
2953,Kepler-388 b,0.457 Earths,15.002,Terrestrial,0.81 x Earth,0
2954,Kepler-388 c,0.566 Earths,15.002,Terrestrial,0.86 x Earth,0
2955,Kepler-389 b,2.89 Earths,15.749,Super Earth,1.51 x Earth,0
2956,Kepler-389 c,2.73 Earths,15.749,Super Earth,1.46 x Earth,0
2957,Kepler-38 b,0.384 Jupiters,13.907,Gas Giant,0.384 x Jupiter,< 0.032
2958,Kepler-390 b,0.477 Earths,13.922,Terrestrial,0.82 x Earth,0
2959,Kepler-390 c,0.418 Earths,13.922,Terrestrial,0.79 x Earth,0
2960,Kepler-391 b,10.3 Earths,12.984,Neptune-like,0.285 x Jupiter,0
2961,Kepler-391 c,12.3 Earths,12.984,Neptune-like,0.316 x Jupiter,0
2962,Kepler-392 b,0.972 Earths,13.422,Terrestrial,1.0 x Earth,0
2963,Kepler-392 c,1.37 Earths,13.422,Super Earth,1.1 x Earth,0
2964,Kepler-393 b,2.21 Earths,13.178,Super Earth,1.29 x Earth,0
2965,Kepler-393 c,2.33 Earths,13.178,Super Earth,1.33 x Earth,0
2966,Kepler-394 b,3.19 Earths,14.77,Super Earth,1.6 x Earth,0
2967,Kepler-394 c,3.39 Earths,14.77,Super Earth,1.66 x Earth,0
2968,Kepler-395 b,1.08 Earths,15.958,Super Earth,1.03 x Earth,0
2969,Kepler-395 c,2.3 Earths,15.958,Super Earth,1.32 x Earth,0
2970,Kepler-396 b,0.238 Jupiters,11.829,Gas Giant,0.312 x Jupiter,0
2971,Kepler-396 c,17.9 Earths,11.829,Neptune-like,0.473 x Jupiter,0
2972,Kepler-397 b,6.62 Earths,15.996,Neptune-like,0.219 x Jupiter,0
2973,Kepler-397 c,31.6 Earths,15.996,Neptune-like,0.551 x Jupiter,0
2974,Kepler-398 b,0.749 Earths,13.235,Terrestrial,0.93 x Earth,0
2975,Kepler-398 c,1.01 Earths,13.235,Super Earth,1.01 x Earth,0
2976,Kepler-398 d,0.615 Earths,13.235,Terrestrial,0.88 x Earth,0
2977,Kepler-399 b,0.84 Earths,14.528,Terrestrial,0.96 x Earth,0
2978,Kepler-399 c,2.63 Earths,14.528,Super Earth,1.43 x Earth,0
2979,Kepler-399 d,4.23 Earths,14.528,Super Earth,1.89 x Earth,0
2980,Kepler-39 b,20.1 Jupiters,14.46,Gas Giant,1.24 x Jupiter,0.11
2981,Kepler-400 b,3.36 Earths,13.84,Super Earth,1.65 x Earth,0
2982,Kepler-400 c,2.83 Earths,13.84,Super Earth,1.49 x Earth,0
2983,Kepler-401 b,3.57 Earths,13.287,Super Earth,1.71 x Earth,0
2984,Kepler-401 c,5.27 Earths,13.287,Neptune-like,2.15 x Earth,0
2985,Kepler-401 d,5.77 Earths,13.287,Neptune-like,0.203 x Jupiter,0
2986,Kepler-402 b,1.98 Earths,13.192,Super Earth,1.22 x Earth,0
2987,Kepler-402 c,3.05 Earths,13.192,Super Earth,1.56 x Earth,0
2988,Kepler-402 d,2.48 Earths,13.192,Super Earth,1.38 x Earth,0
2989,Kepler-402 e,2.73 Earths,13.192,Super Earth,1.46 x Earth,0
2990,Kepler-403 b,2.1 Earths,12.76,Super Earth,1.25 x Earth,0
2991,Kepler-403 c,3.71 Earths,12.76,Super Earth,1.75 x Earth,0
2992,Kepler-403 d,2.6 Earths,12.76,Super Earth,1.42 x Earth,0
2993,Kepler-404 b,2.15 Earths,15.191,Super Earth,1.27 x Earth,0
2994,Kepler-404 c,3.61 Earths,15.191,Super Earth,1.72 x Earth,0
2995,Kepler-405 b,4.98 Earths,15.802,Super Earth,2.08 x Earth,0
2996,Kepler-405 c,19.6 Earths,15.802,Neptune-like,0.416 x Jupiter,0
2997,Kepler-406 b,6.35 Earths,12.49,Super Earth,1.43 x Earth,0
2998,Kepler-406 c,2.71 Earths,12.49,Super Earth,0.85 x Earth,0
2999,Kepler-407 b,3.2 Earths,12.507,Super Earth,1.07 x Earth,0
3000,Kepler-407 c,12.6 Jupiters,12.507,Gas Giant,1.1 x Jupiter,0
3001,Kepler-408 b,5 Earths,8.699,Terrestrial,0.82 x Earth,0
3002,Kepler-409 b,22 Earths,9.391,Super Earth,1.19 x Earth,0
3003,Kepler-40 b,2.2 Jupiters,14.559,Gas Giant,1.17 x Jupiter,0
3004,Kepler-410 A b,8.44 Earths,9.5,Neptune-like,0.253 x Jupiter,0.17
3005,Kepler-411 b,25.6 Earths,12.233,Super Earth,0.214 x Jupiter,0.15
3006,Kepler-411 c,26.4 Earths,12.233,Neptune-like,0.394 x Jupiter,0.11
3007,Kepler-411 d,15.2 Earths,12.233,Neptune-like,0.296 x Jupiter,0.13
3008,Kepler-411 e,10.8 Earths,12.233,Neptune-like,0.293 x Jupiter,0.02
3009,Kepler-412 b,0.941 Jupiters,13.73,Gas Giant,1.341 x Jupiter,0
3010,Kepler-413 b,0.211 Jupiters,15.594,Gas Giant,0.388 x Jupiter,0.12
3011,Kepler-414 b,3.5 Earths,13.321,Super Earth,1.71 x Earth,0
3012,Kepler-414 c,29.9 Earths,13.321,Neptune-like,0.269 x Jupiter,0
3013,Kepler-415 b,0.377 Jupiters,15.841,Super Earth,1.21 x Earth,0
3014,Kepler-415 c,5.71 Earths,15.841,Neptune-like,0.201 x Jupiter,0
3015,Kepler-416 b,0.183 Jupiters,14.02,Super Earth,0.221 x Jupiter,0
3016,Kepler-416 c,6.57 Earths,14.02,Neptune-like,0.219 x Jupiter,0
3017,Kepler-417 b,11 Earths,15.866,Super Earth,0.206 x Jupiter,0
3018,Kepler-417 c,7.7 Earths,15.866,Neptune-like,0.24 x Jupiter,0
3019,Kepler-418 b,1.1 Jupiters,14.649,Gas Giant,1.2 x Jupiter,0.2
3020,Kepler-419 b,2.5 Jupiters,12.964,Gas Giant,0.96 x Jupiter,0.83
3021,Kepler-419 c,7.3 Jupiters,12.964,Gas Giant,1.13 x Jupiter,0.18
3022,Kepler-41 b,0.56 Jupiters,14.413,Gas Giant,1.29 x Jupiter,0
3023,Kepler-421 b,16.1 Earths,13.348,Neptune-like,0.371 x Jupiter,0.04
3024,Kepler-422 b,0.43 Jupiters,13.423,Gas Giant,1.15 x Jupiter,< 0.55
3025,Kepler-423 b,0.595 Jupiters,14.28,Gas Giant,1.192 x Jupiter,0.02
3026,Kepler-424 b,1.03 Jupiters,14.229,Gas Giant,0.89 x Jupiter,< 0.076
3027,Kepler-424 c,6.97 Jupiters,14.229,Gas Giant,1.13 x Jupiter,0
3028,Kepler-425 b,0.25 Jupiters,14.97,Gas Giant,0.978 x Jupiter,< 0.33
3029,Kepler-426 b,0.34 Jupiters,15.073,Gas Giant,1.09 x Jupiter,< 0.18
3030,Kepler-427 b,0.29 Jupiters,14.42,Gas Giant,1.23 x Jupiter,< 0.57
3031,Kepler-428 b,1.27 Jupiters,15.405,Gas Giant,1.08 x Jupiter,< 0.22
3032,Kepler-42 b,0.399 Earths,16.124,Terrestrial,0.78 x Earth,0.04
3033,Kepler-42 c,0.315 Earths,16.124,Terrestrial,0.73 x Earth,0
3034,Kepler-42 d,0.13 Earths,16.124,Terrestrial,0.57 x Earth,0.02
3035,Kepler-430 b,10.6 Earths,13.814,Neptune-like,0.29 x Jupiter,0
3036,Kepler-430 c,3.71 Earths,13.814,Super Earth,1.75 x Earth,0
3037,Kepler-431 b,0.37 Earths,11.929,Terrestrial,0.764 x Earth,0
3038,Kepler-431 c,0.229 Earths,11.929,Terrestrial,0.668 x Earth,0
3039,Kepler-431 d,1.41 Earths,11.929,Super Earth,1.11 x Earth,0
3040,Kepler-432 b,5.41 Jupiters,12.465,Gas Giant,1.145 x Jupiter,0.51
3041,Kepler-432 c,2.43 Jupiters,12.465,Gas Giant,1.18 x Jupiter,0.5
3042,Kepler-433 b,2.82 Jupiters,14.416,Gas Giant,1.45 x Jupiter,0.12
3043,Kepler-434 b,2.86 Jupiters,14.5,Gas Giant,1.13 x Jupiter,0.13
3044,Kepler-435 b,0.84 Jupiters,13.604,Gas Giant,1.99 x Jupiter,0.11
3045,Kepler-436 b,7.9 Earths,15.862,Neptune-like,0.24 x Jupiter,0.19
3046,Kepler-436 c,6.04 Earths,15.862,Neptune-like,0.208 x Jupiter,0
3047,Kepler-437 b,5.22 Earths,14.362,Neptune-like,2.14 x Earth,0.02
3048,Kepler-438 b,1.46 Earths,14.485,Super Earth,1.12 x Earth,0.03
3049,Kepler-439 b,5.65 Earths,14.545,Neptune-like,0.2 x Jupiter,0.03
3050,Kepler-43 b,3.23 Jupiters,13.889,Gas Giant,1.219 x Jupiter,0.02
3051,Kepler-440 b,4.12 Earths,15.106,Super Earth,1.86 x Earth,0.34
3052,Kepler-441 b,3.33 Earths,15.135,Super Earth,1.64 x Earth,0.1
3053,Kepler-442 b,2.36 Earths,14.93,Super Earth,1.34 x Earth,0.04
3054,Kepler-443 b,6.04 Earths,15.901,Neptune-like,0.21 x Jupiter,0.11
3055,Kepler-444 b,0.0374 Earths,8.88,Terrestrial,0.403 x Earth,0.16
3056,Kepler-444 c,0.0793 Earths,8.88,Terrestrial,0.497 x Earth,0.31
3057,Kepler-444 d,0.2 Earths,8.88,Terrestrial,0.53 x Earth,0.18
3058,Kepler-444 e,0.1 Earths,8.88,Terrestrial,0.546 x Earth,0.1
3059,Kepler-444 f,0.332 Earths,8.88,Terrestrial,0.741 x Earth,0.29
3060,Kepler-445 b,3.12 Earths,16.716,Super Earth,1.58 x Earth,0
3061,Kepler-445 c,6.85 Earths,16.716,Neptune-like,0.22 x Jupiter,0
3062,Kepler-445 d,2.1 Earths,16.716,Super Earth,1.25 x Earth,0
3063,Kepler-446 b,2.86 Earths,16.31,Super Earth,1.5 x Earth,0
3064,Kepler-446 c,1.41 Earths,16.31,Super Earth,1.11 x Earth,0
3065,Kepler-446 d,2.39 Earths,16.31,Super Earth,1.35 x Earth,0
3066,Kepler-447 b,1.37 Jupiters,12.379,Gas Giant,1.65 x Jupiter,0.12
3067,Kepler-448 c,22 Jupiters,11.253,Gas Giant,1.07 x Jupiter,0.65
3068,Kepler-449 b,4.88 Earths,11.226,Super Earth,2.056 x Earth,0.03
3069,Kepler-449 c,8.07 Earths,11.226,Neptune-like,0.247 x Jupiter,0.05
3070,Kepler-44 b,1 Jupiter,14.69,Gas Giant,1.09 x Jupiter,< 0.066
3071,Kepler-450 b,31.3 Earths,11.653,Neptune-like,0.548 x Jupiter,0.02
3072,Kepler-450 c,7.37 Earths,11.653,Neptune-like,0.234 x Jupiter,0.02
3073,Kepler-450 d,0.514 Earths,11.653,Terrestrial,0.837 x Earth,0.14
3074,Kepler-452 b,3.29 Earths,13.405,Super Earth,1.63 x Earth,0
3075,Kepler-453 b,16 Earths,13.523,Neptune-like,0.553 x Jupiter,0.04
3076,Kepler-454 b,6.3566 Earths,11.57,Neptune-like,0.21 x Jupiter,0
3077,Kepler-454 c,4.46 Jupiters,11.57,Gas Giant,1.15 x Jupiter,0.02
3078,Kepler-458 c,16.4 Earths,13.907,Neptune-like,0.375 x Jupiter,0
3079,Kepler-45 b,0.505 Jupiters,16.88,Gas Giant,0.96 x Jupiter,0.11
3080,Kepler-460 c,26.1 Earths,13.751,Neptune-like,0.492 x Jupiter,0
